Line	MM/DD/YY hh:mm:ss.ms.us	DTE(hex)	DCE(hex)
2357	02/27/18 16:21:46.863.867		00 01 00 01 00 01 00 01 
2358	02/27/18 16:21:46.864.560		00 01 00 01 00 01 00 01 
2359	02/27/18 16:21:46.865.252		00 01 00 a6 fd 
2360	02/27/18 16:21:47.015.784	02 02 00 08 02 	
2361	02/27/18 16:21:47.033.461		02 02 2e cd ae 00 05 0b 
2362	02/27/18 16:21:47.034.153		f1 04 00 58 58 01 0a 
2363	02/27/18 16:21:47.034.759		5c 98 04 ff 03 01 07 02 
2364	02/27/18 16:21:47.035.452		00 00 00 01 04 02 02 00 
2365	02/27/18 16:21:47.036.144		00 00 00 00 00 00 00 00 
2366	02/27/18 16:21:47.036.837		00 00 00 00 00 00 00 00 
2367	02/27/18 16:21:47.037.529		63 63 63 63 50 e3 
2368	02/27/18 16:21:47.172.063	02 02 00 08 02 	
2369	02/27/18 16:21:47.183.466		02 02 2e cd ae 00 05 0c 
2370	02/27/18 16:21:47.184.158		87 04 00 58 58 01 0a 
2371	02/27/18 16:21:47.184.764		5c 98 04 ff 03 01 07 02 
2372	02/27/18 16:21:47.185.456		00 00 00 01 04 02 02 00 
2373	02/27/18 16:21:47.186.148		00 00 00 00 00 00 00 00 
2374	02/27/18 16:21:47.186.840		00 00 00 00 00 00 00 00 
2375	02/27/18 16:21:47.187.533		63 63 63 63 a1 2b 
2376	02/27/18 16:21:47.328.332	02 02 00 08 02 	
2377	02/27/18 16:21:47.343.470		02 02 2e cd ae 00 05 0d 
2378	02/27/18 16:21:47.344.162		27 04 00 58 58 01 0a 
2379	02/27/18 16:21:47.344.768		5c 98 04 ff 03 01 07 02 
2380	02/27/18 16:21:47.345.460		00 00 00 01 04 02 02 00 
2381	02/27/18 16:21:47.346.152		00 00 00 00 00 00 00 00 
2382	02/27/18 16:21:47.346.845		00 00 00 00 00 00 00 00 
2383	02/27/18 16:21:47.347.537		63 63 63 63 45 dc 
2384	02/27/18 16:21:47.484.559	02 02 00 08 02 	
2385	02/27/18 16:21:47.503.474		02 02 2e cd ae 00 05 0d 
2386	02/27/18 16:21:47.504.167		c7 04 00 58 58 01 0a 
2387	02/27/18 16:21:47.504.772		5c 98 04 ff 03 01 07 02 
2388	02/27/18 16:21:47.505.464		01 00 00 01 04 03 02 00 
2389	02/27/18 16:21:47.506.157		00 00 00 00 00 00 00 00 
2390	02/27/18 16:21:47.506.849		00 00 00 00 00 00 00 00 
2391	02/27/18 16:21:47.507.541		63 63 63 63 b6 a3 
2392	02/27/18 16:21:47.578.507	02 0e 00 4d 6f 	
2393	02/27/18 16:21:47.593.814		02 0e f6 c2 b6 01 05 03 
2394	02/27/18 16:21:47.594.506		64 18 00 01 00 01 00 01 
2395	02/27/18 16:21:47.595.199		00 01 00 01 00 01 00 01 
2396	02/27/18 16:21:47.595.891		00 01 00 01 00 01 00 01 
2397	02/27/18 16:21:47.596.583		00 01 00 01 00 01 00 01 
2398	02/27/18 16:21:47.597.275		00 01 00 01 00 01 00 01 
2399	02/27/18 16:21:47.597.968		00 01 00 01 00 01 00 01 
2400	02/27/18 16:21:47.598.660		00 01 00 01 00 01 00 01 
2401	02/27/18 16:21:47.599.352		00 01 00 01 00 01 00 01 
2402	02/27/18 16:21:47.600.045		00 01 00 01 00 01 00 01 
2403	02/27/18 16:21:47.600.737		00 01 00 01 00 01 00 01 
2404	02/27/18 16:21:47.601.429		00 01 00 01 00 01 00 01 
2405	02/27/18 16:21:47.602.122		00 01 00 01 00 01 00 01 
2406	02/27/18 16:21:47.602.814		00 01 00 01 00 01 00 01 
2407	02/27/18 16:21:47.603.507		00 01 00 01 00 01 00 01 
2408	02/27/18 16:21:47.604.199		00 01 00 01 00 01 00 01 
2409	02/27/18 16:21:47.604.891		00 01 00 01 00 01 00 01 
2410	02/27/18 16:21:47.605.583		00 01 00 01 00 01 00 01 
2411	02/27/18 16:21:47.606.276		00 01 00 01 00 01 00 01 
2412	02/27/18 16:21:47.606.968		00 01 00 01 00 01 00 01 
2413	02/27/18 16:21:47.607.660		00 01 00 01 00 01 00 01 
2414	02/27/18 16:21:47.608.352		00 01 00 01 00 01 00 01 
2415	02/27/18 16:21:47.609.045		00 01 00 01 00 01 00 01 
2416	02/27/18 16:21:47.609.737		00 01 00 01 00 01 00 01 
2417	02/27/18 16:21:47.610.429		00 01 00 01 00 01 00 01 
2418	02/27/18 16:21:47.611.122		00 01 00 01 00 01 00 01 
2419	02/27/18 16:21:47.611.814		00 01 00 01 00 01 00 01 
2420	02/27/18 16:21:47.612.507		00 01 00 01 00 01 00 01 
2421	02/27/18 16:21:47.613.199		00 01 00 01 00 01 00 01 
2422	02/27/18 16:21:47.613.891		00 01 00 01 00 01 00 01 
2423	02/27/18 16:21:47.614.584		00 01 00 01 00 01 00 01 
2424	02/27/18 16:21:47.615.276		00 01 00 83 cb 
2425	02/27/18 16:21:47.765.812	02 02 00 08 02 	
2426	02/27/18 16:21:47.783.482		02 02 2e cd ae 00 05 0e 
2427	02/27/18 16:21:47.784.174		df 04 00 58 58 01 0a 
2428	02/27/18 16:21:47.784.780		5c 98 04 ff 03 01 07 02 
2429	02/27/18 16:21:47.785.472		00 00 00 01 04 03 02 00 
2430	02/27/18 16:21:47.786.165		00 00 00 00 00 00 00 00 
2431	02/27/18 16:21:47.786.857		00 00 00 00 00 00 00 00 
2432	02/27/18 16:21:47.787.549		63 63 63 63 f6 56 
2433	02/27/18 16:21:47.922.073	02 02 00 08 02 	
2434	02/27/18 16:21:47.933.486		02 02 2e cd ae 00 05 0f 
2435	02/27/18 16:21:47.934.178		75 04 00 58 58 01 0a 
2436	02/27/18 16:21:47.934.784		5c 98 04 ff 03 01 07 02 
2437	02/27/18 16:21:47.935.476		00 00 00 01 04 03 02 00 
2438	02/27/18 16:21:47.936.169		00 00 00 00 00 00 00 00 
2439	02/27/18 16:21:47.936.861		00 00 00 00 00 00 00 00 
2440	02/27/18 16:21:47.937.553		63 63 63 63 a3 86 
2441	02/27/18 16:21:48.078.291	02 02 00 08 02 	
2442	02/27/18 16:21:48.093.490		02 02 2e cd ae 00 05 10 
2443	02/27/18 16:21:48.094.183		15 04 00 58 58 01 0a 
2444	02/27/18 16:21:48.094.788		5c 98 04 ff 03 01 07 02 
2445	02/27/18 16:21:48.095.481		01 00 00 01 04 04 02 00 
2446	02/27/18 16:21:48.096.173		00 00 00 00 00 00 00 00 
2447	02/27/18 16:21:48.096.865		00 00 00 00 00 00 00 00 
2448	02/27/18 16:21:48.097.557		63 63 63 63 db d7 
2449	02/27/18 16:21:48.172.299	02 0e 00 4d 6f 	
2450	02/27/18 16:21:48.183.827		02 0e f6 c2 b6 01 05 04 
2451	02/27/18 16:21:48.184.519		64 18 00 01 00 01 00 01 
2452	02/27/18 16:21:48.185.211		00 01 00 01 00 01 00 01 
2453	02/27/18 16:21:48.185.904		00 01 00 01 00 01 00 01 
2454	02/27/18 16:21:48.186.596		00 01 00 01 00 01 00 01 
2455	02/27/18 16:21:48.187.288		00 01 00 01 00 01 00 01 
2456	02/27/18 16:21:48.187.980		00 01 00 01 00 01 00 01 
2457	02/27/18 16:21:48.188.673		00 01 00 01 00 01 00 01 
2458	02/27/18 16:21:48.189.365		00 01 00 01 00 01 00 01 
2459	02/27/18 16:21:48.190.057		00 01 00 01 00 01 00 01 
2460	02/27/18 16:21:48.190.749		00 01 00 01 00 01 00 01 
2461	02/27/18 16:21:48.191.442		00 01 00 01 00 01 00 01 
2462	02/27/18 16:21:48.192.134		00 01 00 01 00 01 00 01 
2463	02/27/18 16:21:48.192.827		00 01 00 01 00 01 00 01 
2464	02/27/18 16:21:48.193.519		00 01 00 01 00 01 00 01 
2465	02/27/18 16:21:48.194.211		00 01 00 01 00 01 00 01 
2466	02/27/18 16:21:48.194.904		00 01 00 01 00 01 00 01 
2467	02/27/18 16:21:48.195.596		00 01 00 01 00 01 00 01 
2468	02/27/18 16:21:48.196.288		00 01 00 01 00 01 00 01 
2469	02/27/18 16:21:48.196.981		00 01 00 01 00 01 00 01 
2470	02/27/18 16:21:48.197.673		00 01 00 01 00 01 00 01 
2471	02/27/18 16:21:48.198.365		00 01 00 01 00 01 00 01 
2472	02/27/18 16:21:48.199.057		00 01 00 01 00 01 00 01 
2473	02/27/18 16:21:48.199.750		00 01 00 01 00 01 00 01 
2474	02/27/18 16:21:48.200.442		00 01 00 01 00 01 00 01 
2475	02/27/18 16:21:48.201.134		00 01 00 01 00 01 00 01 
2476	02/27/18 16:21:48.201.827		00 01 00 01 00 01 00 01 
2477	02/27/18 16:21:48.202.519		00 01 00 01 00 01 00 01 
2478	02/27/18 16:21:48.203.211		00 01 00 01 00 01 00 01 
2479	02/27/18 16:21:48.203.904		00 01 00 01 00 01 00 01 
2480	02/27/18 16:21:48.204.596		00 01 00 01 00 01 00 01 
2481	02/27/18 16:21:48.205.289		00 01 00 78 49 
2482	02/27/18 16:21:48.359.570	02 02 00 08 02 	
2483	02/27/18 16:21:48.373.498		02 02 2e cd ae 00 05 11 
2484	02/27/18 16:21:48.374.190		2d 04 00 58 58 01 0a 
2485	02/27/18 16:21:48.374.796		5c 98 04 ff 03 01 07 02 
2486	02/27/18 16:21:48.375.488		00 00 00 01 04 04 02 00 
2487	02/27/18 16:21:48.376.181		00 00 00 00 00 00 00 00 
2488	02/27/18 16:21:48.376.873		00 00 00 00 00 00 00 00 
2489	02/27/18 16:21:48.377.565		63 63 63 63 94 17 
2490	02/27/18 16:21:48.515.814	02 02 00 08 02 	
2491	02/27/18 16:21:48.533.502		02 02 2e cd ae 00 05 11 
2492	02/27/18 16:21:48.534.194		cd 04 00 58 58 01 0a 
2493	02/27/18 16:21:48.534.800		5c 98 04 ff 03 01 07 02 
2494	02/27/18 16:21:48.535.493		00 00 00 01 04 04 02 00 
2495	02/27/18 16:21:48.536.185		00 00 00 00 00 00 00 00 
2496	02/27/18 16:21:48.536.877		00 00 00 00 00 00 00 00 
2497	02/27/18 16:21:48.537.570		63 63 63 63 26 f7 
2498	02/27/18 16:21:48.672.101	02 02 00 08 02 	
2499	02/27/18 16:21:48.683.507		02 02 2e cd ae 00 05 12 
2500	02/27/18 16:21:48.684.199		63 04 00 58 58 01 0a 
2501	02/27/18 16:21:48.684.805		5c 98 04 ff 03 01 07 02 
2502	02/27/18 16:21:48.685.497		00 00 00 01 04 04 02 00 
2503	02/27/18 16:21:48.686.189		00 00 00 00 00 00 00 00 
2504	02/27/18 16:21:48.686.881		00 00 00 00 00 00 00 00 
2505	02/27/18 16:21:48.687.574		63 63 63 63 46 f6 
2506	02/27/18 16:21:48.828.353	02 02 00 08 02 	
2507	02/27/18 16:21:48.843.511		02 02 2e cd ae 00 05 13 
2508	02/27/18 16:21:48.844.203		03 04 00 58 58 01 0a 
2509	02/27/18 16:21:48.844.809		5c 98 04 ff 00 00 05 02 
2510	02/27/18 16:21:48.845.501		01 00 00 01 04 05 02 00 
2511	02/27/18 16:21:48.846.193		00 00 00 00 00 00 00 00 
2512	02/27/18 16:21:48.846.886		00 00 00 00 00 00 00 00 
2513	02/27/18 16:21:48.847.578		63 63 63 63 a6 4e 
2514	02/27/18 16:21:48.922.301	02 0e 00 4d 6f 	
2515	02/27/18 16:21:48.933.851		02 0e f6 c2 b6 01 05 05 
2516	02/27/18 16:21:48.934.543		64 18 00 01 00 01 00 01 
2517	02/27/18 16:21:48.935.235		00 01 00 01 00 01 00 01 
2518	02/27/18 16:21:48.935.928		00 01 00 01 00 01 00 01 
2519	02/27/18 16:21:48.936.620		00 01 00 01 00 01 00 01 
2520	02/27/18 16:21:48.937.312		00 01 00 01 00 01 00 01 
2521	02/27/18 16:21:48.938.004		00 01 00 01 00 01 00 01 
2522	02/27/18 16:21:48.938.697		00 01 00 01 00 01 00 01 
2523	02/27/18 16:21:48.939.389		00 01 00 01 00 01 00 01 
2524	02/27/18 16:21:48.940.081		00 01 00 01 00 01 00 01 
2525	02/27/18 16:21:48.940.773		00 01 00 01 00 01 00 01 
2526	02/27/18 16:21:48.941.466		00 01 00 01 00 01 00 01 
2527	02/27/18 16:21:48.942.158		00 01 00 01 00 01 00 01 
2528	02/27/18 16:21:48.942.851		00 01 00 01 00 01 00 01 
2529	02/27/18 16:21:48.943.543		00 01 00 01 00 01 00 01 
2530	02/27/18 16:21:48.944.235		00 01 00 01 00 01 00 01 
2531	02/27/18 16:21:48.944.928		00 01 00 01 00 01 00 01 
2532	02/27/18 16:21:48.945.620		00 01 00 01 00 01 00 01 
2533	02/27/18 16:21:48.946.312		00 01 00 01 00 01 00 01 
2534	02/27/18 16:21:48.947.005		00 01 00 01 00 01 00 01 
2535	02/27/18 16:21:48.947.697		00 01 00 01 00 01 00 01 
2536	02/27/18 16:21:48.948.389		00 01 00 01 00 01 00 01 
2537	02/27/18 16:21:48.949.081		00 01 00 01 00 01 00 01 
2538	02/27/18 16:21:48.949.774		00 01 00 01 00 01 00 01 
2539	02/27/18 16:21:48.950.466		00 01 00 01 00 01 00 01 
2540	02/27/18 16:21:48.951.158		00 01 00 01 00 01 00 01 
2541	02/27/18 16:21:48.951.851		00 01 00 01 00 01 00 01 
2542	02/27/18 16:21:48.952.543		00 01 00 01 00 01 00 01 
2543	02/27/18 16:21:48.953.235		00 01 00 01 00 01 00 01 
2544	02/27/18 16:21:48.953.928		00 01 00 01 00 01 00 01 
2545	02/27/18 16:21:48.954.620		00 01 00 01 00 01 00 01 
2546	02/27/18 16:21:48.955.313		00 01 00 5d 7f 
2547	02/27/18 16:21:49.109.554	02 02 00 08 02 	
2548	02/27/18 16:21:49.123.518		02 02 2e cd ae 00 05 14 
2549	02/27/18 16:21:49.124.211		1b 04 00 58 58 01 0a 
2550	02/27/18 16:21:49.124.816		5c 98 04 ff 00 00 05 02 
2551	02/27/18 16:21:49.125.509		00 00 00 01 04 05 02 00 
2552	02/27/18 16:21:49.126.201		00 00 00 00 00 00 00 00 
2553	02/27/18 16:21:49.126.893		00 00 00 00 00 00 00 00 
2554	02/27/18 16:21:49.127.586		63 63 63 63 e9 2a 
2555	02/27/18 16:21:49.265.919	02 02 00 08 02 	
2556	02/27/18 16:21:49.283.523		02 02 2e cd ae 00 05 14 
2557	02/27/18 16:21:49.284.215		bb 04 00 58 58 01 0a 
2558	02/27/18 16:21:49.284.821		5c 98 04 ff 00 00 05 02 
2559	02/27/18 16:21:49.285.513		00 00 00 01 04 05 02 00 
2560	02/27/18 16:21:49.286.205		00 00 00 00 00 00 00 00 
2561	02/27/18 16:21:49.286.898		00 00 00 00 00 00 00 00 
2562	02/27/18 16:21:49.287.590		63 63 63 63 4a 31 
2563	02/27/18 16:21:49.422.050	02 02 00 08 02 	
2564	02/27/18 16:21:49.433.517		02 02 2e cd ae 00 05 15 
2565	02/27/18 16:21:49.434.209		51 04 00 58 58 01 0a 
2566	02/27/18 16:21:49.434.815		5c 00 04 ff 00 00 05 03 
2567	02/27/18 16:21:49.435.507		00 00 c2 01 04 00 02 00 
2568	02/27/18 16:21:49.436.199		00 00 00 00 00 00 00 00 
2569	02/27/18 16:21:49.436.892		00 00 00 00 00 00 00 00 
2570	02/27/18 16:21:49.437.584		63 63 63 63 56 0e 
2571	02/27/18 16:21:49.578.450	02 02 00 08 02 	
2572	02/27/18 16:21:49.593.521		02 02 2e cd ae 00 05 15 
2573	02/27/18 16:21:49.594.213		f1 04 00 58 58 01 0a 
2574	02/27/18 16:21:49.594.819		5c 00 04 ff 00 00 05 03 
2575	02/27/18 16:21:49.595.511		00 00 b2 01 04 00 02 00 
2576	02/27/18 16:21:49.596.204		00 00 00 00 00 00 00 00 
2577	02/27/18 16:21:49.596.896		00 00 00 00 00 00 00 00 
2578	02/27/18 16:21:49.597.589		63 63 63 63 d1 b2 
2579	02/27/18 16:21:49.734.599	02 02 00 08 02 	
2580	02/27/18 16:21:49.753.525		02 02 2e cd ae 00 05 16 
2581	02/27/18 16:21:49.754.218		91 04 00 58 58 01 0a 
2582	02/27/18 16:21:49.754.823		5c 00 04 ff 00 00 05 03 
2583	02/27/18 16:21:49.755.516		00 00 a2 01 04 00 02 00 
2584	02/27/18 16:21:49.756.208		00 00 00 00 00 00 00 00 
2585	02/27/18 16:21:49.756.901		00 00 00 00 00 00 00 00 
2586	02/27/18 16:21:49.757.593		63 63 63 63 ef ca 
2587	02/27/18 16:21:49.890.851	02 02 00 08 02 	
2588	02/27/18 16:21:49.903.530		02 02 2e cd ae 00 05 17 
2589	02/27/18 16:21:49.904.222		27 04 00 58 58 01 0a 
2590	02/27/18 16:21:49.904.828		5c 00 04 ff 00 00 05 03 
2591	02/27/18 16:21:49.905.520		00 00 93 01 04 00 02 00 
2592	02/27/18 16:21:49.906.212		00 00 00 00 00 00 00 00 
2593	02/27/18 16:21:49.906.905		00 00 00 00 00 00 00 00 
2594	02/27/18 16:21:49.907.597		63 63 63 63 a9 c9 
2595	02/27/18 16:21:50.047.112	02 02 00 08 02 	
2596	02/27/18 16:21:50.063.534		02 02 2e cd ae 00 05 17 
2597	02/27/18 16:21:50.064.227		c7 04 00 58 58 01 0a 
2598	02/27/18 16:21:50.064.832		5c 00 04 ff 00 00 05 03 
2599	02/27/18 16:21:50.065.525		00 00 83 01 04 00 02 00 
2600	02/27/18 16:21:50.066.217		00 00 00 00 00 00 00 00 
2601	02/27/18 16:21:50.066.909		00 00 00 00 00 00 00 00 
2602	02/27/18 16:21:50.067.601		63 63 63 63 7c 73 
2603	02/27/18 16:21:50.203.339	02 02 00 08 02 	
2604	02/27/18 16:21:50.223.539		02 02 2e cd ae 00 05 18 
2605	02/27/18 16:21:50.224.231		67 04 00 58 58 01 0a 
2606	02/27/18 16:21:50.224.837		5c 00 04 ff 00 00 05 03 
2607	02/27/18 16:21:50.225.529		00 00 73 01 04 00 02 00 
2608	02/27/18 16:21:50.226.221		00 00 00 00 00 00 00 00 
2609	02/27/18 16:21:50.226.913		00 00 00 00 00 00 00 00 
2610	02/27/18 16:21:50.227.606		63 63 63 63 29 fb 
